ID;Warehouse_block;Mode_of_Shipment;Customer_care_calls;Customer_rating;Cost_of_the_Product;Prior_purchases;Product_importance;Gender;Discount_offered;Weight_in_gms;Reached_on_Time
8343;B;Ship;4;3;218;5;medium;F;9;1024;no
8344;D;Ship;4;3;170;6;medium;M;6;4998;no
8345;C;Road;3;4;160;3;low;M;10;4602;no
8346;A;Ship;5;5;156;4;low;F;5;5987;yes
8347;D;Road;5;1;180;3;low;F;2;5013;yes
8348;D;Ship;3;2;198;2;medium;M;8;5889;no
8349;B;Ship;3;4;172;6;medium;F;1;4618;no
8350;D;Ship;3;1;183;3;medium;F;51;3863;yes
8351;C;Ship;4;2;220;5;low;M;33;2854;yes
8352;D;Flight;3;5;217;3;low;M;9;4306;no
8353;B;Ship;6;2;289;5;medium;F;10;1607;yes
8354;F;Ship;6;5;257;4;medium;F;1;1957;yes
8355;A;Ship;3;1;242;5;low;F;3;4026;no
8356;C;Ship;4;2;196;2;low;M;4;5852;no
8357;A;Flight;3;5;255;7;medium;M;8;4091;yes
8358;C;Ship;5;2;260;3;low;M;1;4799;yes
8359;A;Ship;7;1;281;4;low;F;9;1235;no
8360;D;Road;4;3;257;10;medium;F;3;5881;yes
8361;B;Ship;6;2;306;4;low;F;6;1123;no
8362;F;Ship;6;4;230;4;low;M;3;4736;yes
8363;C;Ship;5;4;229;6;low;F;9;1733;no
8364;A;Flight;7;2;307;4;medium;M;2;1073;no
8365;B;Road;4;4;204;3;medium;M;8;5614;no
8366;A;Ship;3;5;190;10;medium;M;32;2931;yes
8367;D;Ship;4;5;271;4;medium;M;9;5057;no
8368;D;Road;4;4;235;4;low;M;50;2020;yes
8369;A;Ship;2;5;231;2;low;F;10;4406;yes
8370;F;Ship;6;5;298;4;low;M;3;1520;no
8371;;Ship;3;3;250;2;medium;F;4;4380;no
8372;F;Ship;5;4;240;4;medium;M;7;4552;yes
8373;F;Flight;2;5;125;4;low;M;5;5866;no
8374;C;Flight;4;1;227;3;;M;54;3043;yes
8375;C;Ship;3;3;160;3;low;M;1;4769;no
8376;A;Ship;7;3;267;4;medium;F;10;1548;no
8377;B;Ship;5;3;163;6;low;M;6;4349;no
8378;B;Ship;4;5;233;4;low;F;6;4705;yes
8379;A;Ship;3;2;206;2;low;F;7;4185;yes
8380;F;Ship;3;2;237;3;medium;F;10;5851;no
8381;A;Flight;6;5;143;5;high;M;9;4060;no
8382;F;Flight;6;4;247;4;low;F;2;1326;no
8383;F;Flight;5;1;237;2;low;F;10;3860;yes
8384;D;Flight;4;3;153;4;low;M;36;1171;yes
8385;F;Road;3;2;235;2;medium;F;9;5116;no
8386;B;Ship;2;3;226;3;medium;M;8;5106;yes
8387;F;Road;3;5;151;2;medium;M;8;4408;yes
8388;F;Ship;4;3;166;4;medium;F;1;4536;no
8389;A;Ship;5;4;265;2;low;F;2;5164;yes
8390;F;Road;4;5;149;2;medium;M;56;1141;yes
8391;F;Ship;3;3;229;2;medium;F;1;5670;no
8392;A;Flight;5;3;208;4;medium;M;10;2419;yes
8393;A;Ship;4;1;261;6;low;F;6;5861;no
8394;D;Ship;4;5;271;4;low;M;6;5078;no
8395;F;Ship;5;4;154;2;low;F;5;5528;no
8396;C;Ship;5;1;187;4;high;M;14;3849;yes
8397;A;Road;5;1;247;10;medium;F;57;2377;yes
8398;F;Flight;4;1;273;2;high;F;10;5832;yes
8399;A;Ship;5;4;182;4;high;M;20;2212;yes
8400;B;Flight;5;5;251;6;medium;M;4;1077;no
8401;A;Road;6;1;258;4;low;M;3;1506;no
8402;C;Road;5;5;203;4;low;M;6;4557;yes
8403;F;Road;5;4;242;5;low;F;10;1365;no
8404;F;Ship;4;1;190;2;medium;F;4;4501;no
8405;A;Road;4;3;152;3;low;M;58;1453;yes
8406;A;Ship;2;2;135;3;low;M;58;1734;yes
8407;A;Ship;5;3;268;3;medium;F;9;4152;yes
8408;D;Flight;3;2;165;3;medium;M;47;1639;yes
8409;B;Ship;4;3;253;4;high;M;4;4868;yes
8410;F;Flight;2;3;226;2;medium;M;2;4566;no
8411;F;Flight;4;5;228;4;low;M;4;4750;no
8412;D;Road;5;3;216;3;medium;F;1;2434;yes
8413;B;Road;4;3;149;4;medium;M;1;4678;no
8414;A;Ship;4;2;267;5;low;M;3;1933;yes
8415;A;Ship;3;4;175;3;low;M;8;4274;yes
8416;C;Ship;5;3;274;3;medium;F;54;2905;yes
8417;F;Road;3;3;249;2;medium;M;53;2323;yes
8418;C;Road;6;1;246;4;medium;M;4;1504;yes
8419;B;Road;7;5;287;4;low;F;8;1748;no
8420;A;Ship;3;4;165;3;high;M;10;4910;no
8421;A;Road;4;4;128;6;medium;F;3;5459;no
8422;A;Ship;6;2;265;3;low;M;3;1904;yes
8423;B;Ship;5;4;268;3;low;F;3;5320;yes
8424;F;Road;3;1;221;2;low;F;7;5320;no
8425;D;Ship;5;2;259;5;low;F;7;1032;no
8426;F;Ship;3;1;139;2;medium;M;3;4226;no
8427;C;Ship;3;5;276;5;low;F;10;5302;yes
8428;F;Flight;3;3;165;3;high;M;35;1459;yes
8429;B;Ship;4;3;213;3;low;M;6;5447;no
8430;B;Ship;3;2;221;3;high;F;7;5477;no
8431;F;Ship;2;3;189;4;low;M;34;3355;yes
8432;F;Road;3;2;185;4;low;F;8;5545;no
8433;C;Ship;3;4;216;3;low;F;41;2042;yes
8434;A;Ship;4;3;223;3;low;F;10;5560;yes
8435;D;Flight;5;4;135;2;low;M;5;5834;no
8436;F;Ship;5;5;228;5;low;F;6;4506;no
8437;D;Ship;4;3;189;3;medium;F;4;5613;yes
8438;D;Road;3;5;263;3;medium;M;4;4081;yes
8439;A;Ship;3;5;166;3;high;F;31;1117;yes
8440;F;Ship;4;4;144;3;low;M;6;4137;yes
8441;F;Ship;6;2;191;5;low;M;1;4314;no
8442;C;Ship;6;3;286;4;low;M;5;1750;yes
8443;F;Flight;5;1;262;3;medium;M;9;5146;no
8444;F;Road;3;1;160;10;medium;F;29;1952;yes
8445;C;Ship;4;3;197;3;low;M;2;4410;no
8446;A;Ship;5;3;235;5;low;M;4;1990;no
8447;F;Ship;3;4;218;3;low;M;22;3818;yes
8448;D;Flight;4;4;132;3;medium;F;5;4613;no
8449;F;Ship;6;4;244;4;low;M;1;1130;yes
8450;F;Ship;4;1;182;2;medium;F;10;5638;no
8451;F;Ship;4;3;189;2;low;F;7;4765;no
8452;D;Ship;3;1;232;3;low;M;9;2958;yes
8453;D;Ship;4;4;257;5;medium;F;9;1869;yes
8454;C;Ship;5;2;248;5;medium;F;1;1845;yes
8455;F;Flight;5;2;271;3;medium;M;32;3785;yes
8456;F;Road;4;1;224;5;low;F;7;5738;no
8457;A;Ship;4;5;157;2;medium;M;6;5937;no
8458;F;Road;2;2;270;4;low;M;6;5585;no
8459;F;Road;5;1;257;3;medium;F;5;4355;no
8460;A;Ship;5;1;254;6;low;M;1;1021;no
8461;C;Road;4;4;266;3;medium;F;2;5413;yes
8462;C;Ship;4;2;191;2;low;M;11;3985;yes
8463;D;Road;6;3;235;3;low;F;7;4829;yes
8464;D;Ship;3;1;190;3;medium;F;2;4312;no
8465;F;Flight;4;4;261;3;medium;M;2;4140;no
8466;D;Ship;4;2;220;3;low;M;3;5020;no
8467;B;Ship;4;4;159;2;low;M;4;4648;yes
8468;D;Ship;3;1;123;5;medium;F;10;4231;no
8469;F;Flight;4;4;279;6;medium;M;5;4898;yes
8470;A;Ship;7;3;310;4;medium;M;8;1860;yes
8471;D;Ship;4;4;260;5;low;F;5;1952;yes
8472;D;Ship;3;5;133;8;medium;F;8;5002;yes
8473;F;Flight;7;5;308;5;medium;M;6;1154;no
8474;B;Flight;5;3;234;3;low;F;6;4632;no
8475;B;Ship;3;1;241;2;low;M;8;5602;yes
8476;D;Ship;3;5;228;4;low;F;7;4068;yes
8477;B;Ship;3;4;219;2;medium;M;7;4883;yes
8478;A;Flight;4;2;148;3;medium;M;2;1805;yes
8479;F;Ship;3;4;179;2;low;F;2;4931;yes
8480;B;Ship;5;5;228;4;low;M;6;4946;yes
8481;A;Flight;7;4;267;4;medium;F;9;1378;yes
8482;C;Road;3;1;242;10;high;M;9;5151;yes
8483;B;Ship;4;3;226;2;low;F;8;4526;no
8484;C;Flight;5;5;103;6;medium;F;2;4860;no
8485;B;Ship;3;2;252;4;low;M;29;2353;yes
8486;A;Ship;4;2;239;4;low;F;10;5528;yes
8487;F;Ship;4;3;104;4;medium;M;3;4548;no
8488;F;Ship;4;1;193;2;high;M;37;3510;yes
8489;C;Ship;4;5;224;10;medium;F;7;4521;yes
8490;C;Ship;6;1;104;4;medium;F;23;1442;yes
8491;F;Ship;3;3;218;3;low;M;19;3770;yes
8492;F;Flight;6;1;201;4;low;F;5;4592;yes
8493;A;Ship;4;3;225;5;medium;F;6;1573;no
8494;C;Ship;2;3;144;4;low;F;10;4075;no
8495;A;Ship;4;4;266;7;medium;F;10;5901;no
8496;F;Road;5;1;268;3;medium;F;5;5663;no
8497;D;Ship;7;1;300;4;medium;F;10;1148;yes
8498;F;Road;5;2;208;3;medium;M;8;3442;yes
8499;B;Ship;4;4;146;3;low;M;3;5225;yes
8500;A;Ship;7;3;296;4;medium;F;2;1304;yes
8501;B;Ship;3;5;274;3;low;F;3;5156;no
8502;F;Road;4;4;164;4;medium;F;1;4365;yes
8503;A;Ship;5;5;259;6;low;M;5;1382;yes
8504;A;Ship;3;2;198;2;low;M;9;4250;yes
8505;A;Ship;3;5;204;3;low;F;45;2513;yes
8506;F;Road;3;3;176;2;low;F;58;1730;yes
8507;B;Flight;5;3;267;4;medium;F;1;4837;yes
8508;F;Road;5;3;280;3;high;M;2;5273;no
8509;D;Ship;6;3;224;6;high;M;8;5661;no
8510;C;Ship;4;2;174;2;low;F;8;4295;no
8511;C;Road;3;4;195;2;medium;F;32;3719;yes
8512;A;Ship;3;1;235;3;low;F;9;5735;no
8513;C;Ship;5;2;253;5;medium;M;6;1326;no
8514;F;Ship;6;3;202;4;medium;F;6;4249;no
8515;F;Road;6;4;272;2;low;M;7;4145;no
8516;B;Road;2;2;148;3;high;F;35;1349;yes
8517;C;Ship;6;3;256;5;low;F;1;1980;no
8518;C;Ship;4;2;187;4;medium;M;37;2200;yes
8519;F;Road;5;4;172;4;medium;F;10;4659;yes
8520;F;Ship;3;2;244;3;high;F;5;5781;yes
8521;D;Road;4;2;266;3;high;M;5;4831;yes
8522;D;Ship;3;5;211;3;medium;M;5;4058;yes
8523;C;Ship;5;4;177;4;medium;M;48;1920;yes
8524;C;Ship;3;1;244;3;high;M;7;5140;yes
8525;D;Ship;3;2;278;4;medium;M;7;1879;no
8526;C;Ship;5;5;250;2;medium;M;10;5475;yes
8527;F;Ship;5;4;157;7;medium;M;3;4723;no
8528;F;Ship;4;2;142;2;low;M;6;5326;no
8529;A;Ship;7;3;296;4;medium;M;8;1826;yes
8530;A;Ship;3;2;204;2;high;M;7;5961;no
8531;D;Ship;4;1;265;2;medium;M;18;3327;yes
8532;F;Ship;5;4;137;2;low;F;2;4077;yes
8533;C;Ship;3;1;164;3;medium;F;9;1803;yes
8534;F;Ship;5;2;186;3;medium;F;15;2153;yes
8535;B;Ship;4;3;208;2;medium;F;4;4767;yes
8536;C;Ship;4;5;151;4;medium;M;3;5470;no
8537;A;Ship;5;2;236;3;low;F;51;3402;yes
8538;C;Ship;3;5;194;4;low;M;1;5534;no
8539;B;Ship;3;2;158;2;medium;F;8;5907;no
8540;F;Ship;4;3;242;2;low;M;9;4876;no
8541;F;Road;3;2;231;3;low;F;56;2714;yes
8542;F;Ship;5;4;139;2;medium;F;2;4217;yes
8543;F;Ship;4;4;218;2;medium;M;3;5039;no
8544;F;Ship;3;4;217;3;low;F;5;4883;yes
8545;F;Flight;6;4;155;5;medium;F;8;5982;no
8546;F;Ship;4;2;231;5;low;M;7;4718;no
8547;F;Flight;5;2;143;4;low;F;10;5400;no
8548;B;Ship;3;5;208;3;low;F;41;3977;yes
8549;B;Ship;3;1;175;3;medium;F;9;5797;no
8550;F;Ship;4;2;271;3;medium;F;4;4186;yes
8551;F;Ship;6;1;284;4;low;F;7;1153;no
8552;D;Ship;3;1;132;2;medium;F;16;1731;yes
8553;D;Ship;5;3;224;2;medium;M;52;3824;yes
8554;F;Ship;4;1;264;2;low;F;3;5258;no
8555;C;Ship;3;1;249;2;low;F;2;5572;yes
8556;A;Ship;2;3;204;4;low;F;20;3135;yes
8557;A;Ship;2;3;274;4;medium;F;10;4798;yes
8558;A;Ship;6;5;290;4;medium;M;2;1867;yes
8559;F;Ship;2;2;160;6;medium;F;9;4972;yes
8560;F;Ship;2;5;235;3;high;F;10;5775;yes
8561;F;Ship;5;1;172;2;high;F;7;5165;no
8562;F;Ship;3;1;219;2;low;F;39;2696;yes
8563;A;Ship;4;4;140;4;medium;F;46;1442;yes
8564;C;Ship;3;5;198;4;low;F;10;4829;no
8565;C;Ship;6;4;298;4;medium;M;9;1629;no
8566;C;Ship;3;1;180;2;high;M;10;4200;no
8567;C;Ship;4;3;237;6;low;M;8;5588;no
8568;F;Flight;5;1;162;3;medium;F;1;5537;no
8569;B;Ship;5;1;162;3;medium;M;31;1435;yes
8570;F;Ship;4;2;192;4;medium;F;2;5503;no
8571;B;Ship;5;3;197;4;low;F;6;4184;no
8572;B;Ship;5;2;160;4;medium;M;43;1479;yes
8573;F;Ship;5;2;160;3;medium;M;44;1054;yes
8574;D;Flight;3;2;209;5;medium;F;12;3054;yes
8575;F;Road;4;4;179;3;medium;M;5;4061;yes
8576;F;Ship;3;5;221;2;low;F;6;5289;no
8577;B;Ship;3;4;156;2;medium;F;10;5107;yes
8578;C;Ship;3;2;204;4;medium;M;7;4768;no
8579;A;Road;6;1;283;5;low;F;10;1304;yes
8580;F;Ship;4;2;186;7;medium;F;40;3111;yes
8581;F;Ship;6;5;215;4;medium;M;5;5409;yes
8582;C;Road;7;1;282;4;low;F;2;1566;no
8583;F;Road;3;2;140;3;low;F;42;1465;yes
8584;F;Ship;4;4;270;2;medium;F;6;5221;no
8585;F;Ship;4;4;221;4;low;F;2;5595;yes
8586;B;Ship;4;2;263;3;low;F;7;5395;yes
8587;D;Ship;6;3;205;3;low;M;10;4996;no
8588;C;Ship;4;1;253;5;low;F;2;1362;no
8589;D;Ship;3;5;137;4;high;F;62;1477;yes
8590;A;Road;6;3;247;4;medium;F;9;1011;no
8591;F;Ship;3;1;146;3;medium;M;16;1714;yes
8592;F;Flight;4;5;193;3;medium;M;65;2267;yes
8593;B;Flight;4;5;142;3;medium;M;2;5692;no
8594;D;Ship;5;4;153;6;medium;M;35;1082;yes
8595;F;Ship;5;2;257;3;low;F;2;4677;yes
8596;F;Flight;3;4;212;2;low;M;7;4742;no
8597;F;Ship;4;4;269;4;medium;F;3;5032;yes
8598;D;Ship;4;2;161;4;low;F;10;5322;no
8599;F;Ship;5;4;141;4;high;F;5;5444;yes
8600;A;Ship;6;3;252;2;low;M;6;1470;yes
8601;A;Ship;6;3;271;4;medium;F;1;1733;no
8602;D;Road;3;1;178;4;medium;M;9;4298;no
8603;F;Ship;6;1;155;5;medium;F;8;4882;no
8604;F;Ship;3;1;275;2;high;F;1;2597;yes
8605;D;Ship;4;4;202;3;low;F;3;5524;yes
8606;F;Ship;5;3;173;3;low;M;5;5395;no
8607;D;Flight;5;5;232;6;low;M;2;1550;yes
8608;F;Road;3;3;203;2;low;M;25;3607;yes
8609;B;Ship;4;3;123;4;medium;M;6;4166;no
8610;D;Flight;6;1;290;4;medium;M;6;1505;yes
8611;D;Ship;3;5;244;3;low;F;8;3154;yes
8612;D;Ship;2;1;219;4;low;M;7;5573;yes
8613;F;Ship;3;1;231;2;low;F;12;2123;yes
8614;A;Ship;4;1;200;4;medium;M;3;5837;no
8615;C;Ship;5;4;245;3;high;M;4;4298;no
8616;F;Ship;4;4;145;2;medium;M;9;5070;no
8617;D;Flight;3;1;184;5;medium;F;58;2544;yes
8618;B;Ship;3;1;171;3;medium;M;28;1075;yes
8619;F;Flight;3;5;186;2;low;F;39;2197;yes
8620;F;Flight;5;2;165;2;medium;F;6;4819;yes
8621;F;Ship;3;3;198;2;low;M;7;4996;yes
8622;F;Ship;5;4;263;5;low;M;5;1181;no
8623;A;Ship;6;4;121;5;low;M;23;1734;yes
8624;D;Ship;3;5;198;2;medium;F;62;3015;yes
8625;F;Flight;4;5;143;2;low;M;1;5836;no
8626;F;Ship;3;5;149;3;low;F;7;4357;no
8627;C;Ship;6;2;257;4;medium;M;1;1513;no
8628;A;Ship;5;5;221;2;medium;M;10;4255;yes
8629;C;Ship;5;5;260;2;medium;F;55;2791;yes
8630;D;Ship;4;3;150;2;low;M;51;1491;yes
8631;F;Road;5;3;261;5;medium;M;10;1434;yes
8632;A;Ship;5;;203;2;high;F;2;4190;yes
8633;D;Ship;3;5;202;2;medium;M;3;5746;yes
8634;B;Ship;2;1;228;2;low;F;2;5435;no
8635;F;Ship;5;1;237;4;low;M;33;2605;yes
8636;D;Road;5;5;235;5;medium;F;10;1393;no
8637;A;Ship;4;2;174;3;medium;F;10;4318;no
8638;A;Ship;3;5;140;3;low;M;9;4733;no
8639;D;Road;5;2;236;2;low;M;24;3679;yes
8640;D;Flight;4;2;164;2;medium;F;43;1976;yes
8641;F;Ship;5;1;255;6;low;F;3;1014;no
8642;F;Road;3;3;183;3;low;F;45;2181;yes
8643;D;Ship;3;1;263;3;medium;M;6;2715;yes
8644;C;Ship;4;3;159;5;low;M;4;4666;yes
8645;F;Ship;3;2;132;4;medium;F;3;4512;no
8646;F;Ship;4;4;139;3;medium;M;2;5135;no
8647;F;Ship;3;1;183;2;medium;F;10;4598;no
8648;D;Ship;3;2;226;3;low;M;11;3708;yes
8649;D;Ship;4;4;218;2;low;M;4;4104;yes
8650;F;Flight;5;3;177;4;medium;M;60;1159;yes
8651;F;Road;4;5;216;3;medium;F;7;5891;no
8652;F;Ship;3;2;229;7;high;M;3;5584;no
8653;C;Ship;5;3;220;6;medium;F;6;1830;yes
8654;C;Flight;3;1;223;3;medium;F;4;4495;yes
8655;C;Ship;4;2;204;8;low;F;1;4038;yes
8656;C;Ship;5;2;254;6;low;M;5;1885;no
8657;D;Ship;4;1;211;3;high;M;5;5757;yes
8658;F;Ship;3;3;179;3;low;F;9;4459;yes
8659;C;Ship;6;1;264;4;low;M;10;1960;no
8660;B;Road;6;4;256;4;medium;F;9;1791;no
8661;A;Ship;4;2;201;3;medium;F;4;4613;no
8662;F;Ship;4;5;156;3;low;F;33;1836;yes
8663;C;Road;5;1;271;4;low;F;4;2718;yes
8664;D;Ship;6;2;269;4;low;M;6;1073;no
8665;D;Ship;5;4;270;3;medium;M;9;4992;yes
8666;F;Road;4;5;252;2;high;F;6;4147;yes
8667;F;Flight;3;5;130;5;low;F;27;1891;yes
8668;B;Ship;4;4;248;3;low;F;1;5198;no
8669;F;Ship;6;5;261;5;low;M;1;5442;no
8670;F;Road;3;2;158;3;medium;M;4;5335;no
8671;A;Road;3;4;162;5;low;F;1;4240;yes
8672;F;Ship;3;4;187;3;low;F;9;4725;yes
8673;B;Ship;4;5;229;2;medium;F;1;4869;no
8674;B;Ship;3;3;209;3;medium;F;5;5831;no
8675;D;Ship;3;4;268;2;medium;F;4;1442;yes
8676;A;Ship;3;3;261;4;low;F;9;4529;yes
8677;F;Ship;6;5;275;5;medium;M;51;3569;yes
8678;D;Road;4;3;217;2;medium;F;2;5442;no
8679;C;Road;6;5;148;4;low;M;1;5216;yes
8680;A;Ship;6;3;247;4;medium;M;3;1903;no
8681;F;Ship;3;5;234;2;high;M;4;2701;yes
8682;A;Ship;3;3;232;4;low;F;4;4662;yes
8683;F;Road;6;1;256;4;low;F;7;1372;yes
8684;F;Flight;3;4;254;2;high;M;56;3266;yes
8685;B;Ship;6;3;304;5;medium;F;10;1254;yes
8686;D;Ship;5;5;240;2;low;F;2;5655;no
8687;D;Road;4;4;233;5;low;F;10;1173;yes
8688;D;Flight;4;5;223;3;medium;M;7;5832;yes
8689;F;Flight;3;1;265;3;medium;M;11;2194;yes
8690;C;Ship;4;4;186;3;low;F;8;4969;yes
8691;D;Road;5;3;271;5;high;M;9;1813;yes
8692;A;Ship;4;2;183;4;low;M;15;3632;yes
8693;C;Ship;5;3;162;4;low;F;6;1968;no
8694;F;Road;4;4;214;3;medium;F;1;4717;no
8695;D;Road;4;5;219;2;medium;F;28;2164;yes
8696;B;Ship;3;4;267;3;low;F;3;4566;no
8697;A;Road;6;3;233;3;medium;F;9;4293;yes
8698;D;Ship;3;1;151;4;medium;M;2;5016;no
8699;D;Flight;3;2;152;4;medium;F;7;5943;yes
8700;F;Road;6;4;136;3;low;M;2;1187;no
8701;C;Ship;3;1;137;5;low;F;8;4980;yes
8702;C;Ship;3;4;255;3;medium;F;10;5291;yes
8703;B;Flight;4;2;233;4;low;M;7;1861;no
8704;A;Ship;5;4;255;6;low;M;4;1255;yes
8705;A;Ship;4;3;163;8;medium;F;6;5739;no
8706;D;Ship;4;1;189;3;medium;M;5;4496;yes
8707;F;Ship;5;1;183;3;medium;F;8;4531;no
8708;F;Flight;5;4;259;5;low;M;10;1177;no
8709;A;Ship;5;3;181;4;medium;F;32;3893;yes
8710;A;Road;5;1;179;3;low;F;62;1945;yes
8711;B;Road;3;1;267;2;low;F;9;5744;no
8712;B;Road;3;2;271;2;medium;M;6;5280;yes
8713;F;Ship;4;5;162;2;medium;F;57;1715;yes
8714;F;Ship;5;1;265;3;high;M;5;4951;yes
8715;C;Flight;4;5;210;2;medium;M;5;5683;no
8716;D;Ship;2;1;165;4;low;F;57;1881;yes
8717;A;Flight;5;2;260;2;medium;M;23;3962;yes
8718;B;Ship;6;2;168;2;low;M;3;5853;no
8719;F;Flight;3;2;215;4;low;F;3;4042;no
8720;B;Road;4;5;257;5;medium;M;6;1008;no
8721;F;Flight;3;5;208;3;low;M;1;4803;no
8722;F;Ship;6;2;268;4;low;F;7;1274;no
8723;F;Road;4;4;269;5;medium;F;2;1473;no
8724;D;Ship;5;3;163;3;medium;M;9;4419;yes
8725;F;Road;3;1;215;6;high;M;42;3715;yes
8726;F;Road;3;2;134;2;medium;F;45;1946;yes
8727;A;Flight;6;3;283;5;medium;M;10;1483;no
8728;F;Ship;3;4;263;3;low;M;42;2992;yes
8729;F;Ship;4;2;247;5;medium;F;17;3630;yes
8730;C;Road;3;3;155;3;medium;M;5;4957;yes
8731;B;Road;5;5;237;3;medium;M;5;4285;yes
8732;B;Road;4;1;215;3;low;M;9;4551;no
8733;C;Ship;3;2;180;4;medium;M;55;1165;yes
8734;D;Road;4;3;260;5;low;F;8;1756;no
8735;F;Ship;3;4;145;3;medium;M;44;1218;yes
8736;C;Ship;5;5;198;3;low;F;5;4754;yes
8737;F;Ship;4;5;239;3;medium;M;1;5482;yes
8738;F;Ship;6;5;310;4;medium;M;1;1105;yes
8739;F;Ship;6;3;248;4;low;F;6;1997;yes
8740;F;Ship;5;3;198;4;high;M;65;3407;yes
8741;A;Ship;3;3;234;3;low;F;8;4839;yes
8742;D;Ship;5;1;143;3;medium;F;3;4907;yes
8743;C;Road;5;1;163;3;low;M;4;4200;no
8744;F;Flight;4;2;266;5;medium;M;3;4578;no
8745;C;Road;3;5;244;2;medium;M;8;5715;yes
8746;F;Ship;7;4;247;4;low;F;9;1228;no
8747;F;Ship;3;4;162;2;medium;F;8;4972;no
8748;D;Ship;6;3;121;3;medium;F;10;5208;no
8749;F;Ship;4;1;234;5;low;M;3;1134;no
8750;F;Ship;5;5;260;2;low;F;23;3065;yes
8751;D;Flight;4;5;275;5;medium;F;8;1093;yes
8752;F;Ship;6;4;286;4;medium;F;1;1539;yes
8753;F;Ship;5;3;218;3;medium;F;4;4198;yes
8754;F;Ship;4;4;243;5;medium;M;10;4356;no
8755;F;Ship;5;4;143;2;low;M;1;5872;yes
8756;A;Flight;3;5;151;3;low;F;1;4088;no
8757;A;Ship;5;4;156;4;low;M;1;5533;yes
8758;C;Ship;2;2;135;3;low;M;15;1339;yes
8759;A;Ship;3;4;195;10;low;M;5;5950;yes
8760;C;Ship;4;5;260;2;medium;M;2;5368;no
8761;F;Flight;3;5;207;4;low;M;10;4092;yes
8762;F;Flight;3;2;270;4;high;M;29;3768;yes
8763;C;Ship;5;1;262;2;medium;M;4;5761;no
8764;A;Road;3;4;167;3;low;M;14;1420;yes
8765;A;Ship;6;2;309;4;medium;F;8;1289;yes
8766;A;Ship;4;3;248;6;medium;M;5;4212;no
8767;C;Ship;5;5;249;3;low;M;1;4274;no
8768;F;Flight;5;2;128;5;medium;F;45;1707;yes
8769;C;Road;3;2;156;2;medium;M;10;4276;no
8770;B;Ship;4;4;273;2;medium;M;6;5676;yes
8771;A;Ship;4;1;256;3;low;M;6;5818;no
8772;A;Ship;5;2;248;8;low;F;10;4583;no
8773;C;Flight;3;5;121;3;low;F;10;1701;yes
8774;F;Flight;5;2;254;5;medium;F;2;5655;yes
8775;F;Ship;6;5;266;4;low;F;6;1201;no
8776;A;Road;3;1;195;5;low;F;4;4034;no
8777;D;Ship;4;3;143;2;medium;F;64;1910;yes
8778;D;Road;4;2;237;3;low;M;1;5114;no
8779;B;Road;4;5;213;3;medium;F;7;4114;no
8780;D;Ship;6;5;286;4;low;M;9;1282;yes
8781;B;Ship;2;5;201;3;medium;F;29;3894;yes
8782;D;Ship;5;4;217;5;low;F;5;1360;yes
8783;F;Road;5;4;244;5;medium;F;1;1320;no
8784;C;Ship;3;5;265;4;low;F;8;5087;yes
8785;C;Flight;4;4;141;3;low;M;7;4683;no
8786;F;Ship;6;2;293;5;medium;F;4;1281;no
8787;F;Ship;2;2;156;3;low;F;5;4151;yes
8788;C;Ship;5;2;263;4;low;M;3;1740;yes
8789;C;Road;4;4;248;4;low;F;49;2322;yes
8790;C;Ship;4;2;204;3;medium;F;3;4001;no
8791;A;Ship;3;1;199;3;medium;F;8;5557;yes
8792;B;Ship;2;4;151;4;low;F;2;1150;no
8793;F;Ship;5;5;265;3;medium;M;46;3997;yes
8794;C;Road;4;5;196;2;low;M;51;3151;yes
8795;F;Ship;3;2;251;2;low;F;5;3443;yes
8796;A;Road;4;3;152;2;medium;M;18;1537;yes
8797;C;Ship;6;5;178;3;low;F;5;4096;no
8798;F;Ship;3;2;202;3;low;M;49;2881;yes
8799;A;Ship;5;1;137;2;low;M;52;1012;yes
8800;C;Flight;4;5;210;4;medium;F;28;3905;yes
8801;F;Ship;3;1;215;6;high;M;5;3432;yes
8802;A;Ship;2;5;212;2;high;F;3;4389;no
8803;A;Ship;4;5;217;4;medium;F;12;2217;yes
8804;F;Flight;2;2;225;7;high;M;9;4947;yes
8805;F;Ship;6;5;273;5;medium;M;10;5756;yes
8806;F;Flight;4;1;247;3;low;F;9;2414;yes
8807;B;Ship;7;1;250;5;medium;M;8;1776;no
8808;F;Ship;4;4;217;5;medium;F;4;1503;no
8809;F;Flight;3;5;220;4;low;M;2;4313;no
8810;C;Ship;3;4;134;2;medium;M;43;1198;yes
8811;C;Ship;3;5;217;2;medium;F;6;5182;no
8812;D;Road;3;4;150;3;low;F;5;4950;no
8813;D;Flight;3;4;250;3;low;F;3;2371;yes
8814;D;Ship;5;1;150;4;low;F;1;5098;no
8815;C;Road;3;3;149;3;low;F;63;1196;yes
8816;F;Flight;3;5;179;3;low;M;2;4913;no
8817;D;Ship;6;3;304;4;low;M;5;1215;yes
8818;A;Ship;2;2;157;2;medium;M;9;5875;no
8819;A;Road;6;5;308;4;low;M;8;1569;yes
8820;D;Flight;4;1;261;4;medium;F;7;5600;yes
8821;C;Road;4;4;206;2;high;M;8;4093;yes
8822;C;Ship;3;1;173;3;low;F;3;4453;yes
8823;B;Ship;2;5;140;4;high;F;2;4636;yes
8824;C;Ship;4;1;258;3;medium;M;10;5916;no
